,Exhibitor,Address,City,Zip,Tel,Country,email,About,Key Words,Logo,WebSite,Hall,Stand
876,LUMITRONIX&reg; LED-Technik GmbH,Brunnenstr. 14,Hechingen,72379,+49 74719607477,Germany,mail@leds.de,	LUMITRONIX® - leading LED competence	LUMITRONIX® has been one of the leading specialists for LEDs and LED products for many...,"['RollezuRolle', 'Reel2Reel', 'LED-Modul']",,https://b2b.lumitronix.com/de/,8.0,E50
877,LUMIVERSO,Ul. Krakowska 29E,Wroclaw,50-424,+48 508107827,Poland,info@lumiverso.com,"Manufacturer of innovative lighting dedicated to the retail industry, based in the heart of Europe (Wroclaw, Poland).Lumiverso's...","['Retail lighting', 'Retail Beleuchtung', 'Tracklight LED', 'Beleuchtung von Bekleidungsgesch&auml;ften', 'Clothing store lighting']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0052383968/RGB_JPG_LUMIVERSO.jpg,www.lumiverso.com,3.0,D39
878,Lumosa LED B.V.,Ekkersrijt 7053,Son,5692 HB,+31 499785063,Netherlands,h.sanders@lumosa.eu,"	Lumosa is a Dutch high-tech company. Since 2004, we’ve developed, sold and distributed lighting solutions across the globe...","['Charging stations', 'Sustainable lighting', 'Sports lighting', 'Stadium lighting', 'LED lighting']",,www.lumosa.eu,4.0,B90
879,Lumos Controls,20321 Lake Forest Dr D6,Lake Forest,CA 92630,+1 9493979330,United States,,"Simplest Lighting Controls Ever MadeLumos Controls is a smart controls solution from WiSilica, the leading IoT platform and...","['Intelligent lighting controls', 'lighting controls', 'smart lighting controls', 'wireless lighting controls']",,https://lumoscontrols.com/,8.0,B76
880,"Foshan Lumos Lighting Co., Ltd.","Hegui Road, Luocun District",Foshan,528226,+86 75781763618,China,sales@lumoslight.com,,[],,www.lumoslight.com,8.0,N74
881,Lunux Lighting GmbH,Pittlerstraße 29,Leipzig,04159,+49 3412418720,Germany,info@lunux-lighting.com,"Within the SBF Group, LUNUX Lighting GmbH implements efficient and innovative solutions for professional outdoor and indoor...","['Lichtbandsystem - Lightline-System - Trunking-system', 'Au&szlig;enbeleuchtung - Outdoor Lighting', 'Technische Leuchten- Technical Luminaires', 'Retail - Industrie - Logistik', 'Dekorative Leuchten - Decorative Luminaires']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0052384201/RGB_JPG_Lunux_Lighting.jpg,https://www.lunux-lighting.com/,4.0,D41
882,LUPUS-Electronics GmbH,Otto-Hahn-Str. 12,Landau,76829,+49 6341935530,Germany,info@lupus-electronics.de,"	LUPUS Electronics is a leading German manufacturer of innovative, easy-to-use security and smart home technology. The company...","['Rauchmelder', 'Rollladensteuerung', 'Smarthome', 'Video&uuml;berwachung', 'Alarmanlage']",,www.lupus-electronics.de,8.0,G90
883,LUXAM Ltd.,"184 Park Avenue, Park Royal",London,NW10 7XL,+44 2089658522,Great Britain and Northern Ireland,uk@luxam.com,For over 20 years Luxam lighting equipment has been included in display cases in prestigious museums worldwide. Luxam manufactures...,"[' LED lighting', 'precision lighting', 'display lighting', 'fibre optic', 'vitrine lighting']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0015055935/RGB_JPG_Luxam.jpg,www.luxam.com,4.1,F71
884,Lux Box Lighting Technology Ltd.,Wymans Way 1,Fakenham,NR21 8NT,+44 3300339539,Great Britain and Northern Ireland,sales@luxbox.co.uk,"	Based in the United Kingdom, with manufacturing facilites in both Switzerland and the UK. Specialising in emergency components...","['emergency lighting', 'dali', 'stand-alone emergency solutions', 'LED luminaire emergency conversion', 'elf-contained emergency lighting systems']",,www.luxbox.co.uk,4.1,C61
885,"Shenzhen Luxgreen Light Electricity Co., Ltd","3-25, Xiakeng 2nd Industrial Park, Tongle, Longgang Street, Longgang District",Shenzhen,518116,+86 75528396480,China,84420672@qq.com,LuxGreen Led Limited is Expo 2010 ShangHai Iceland museum lighting supplier. We boast a strong and professional research...,"['LED RGBW underwater lights', 'LED Outdoor Flood Light', 'LED Ceiling lights', 'LED Wall Washer', 'DMX512 wireless 2.4G control system']",,www.luxgreenled.com,8.0,M50
886,LUX ITALIA SRL,Via G Frua 6,Milano,20146,,Italy,,,[],,,3.0,G96
887,Luxon LED,Kwiatowa 45,Krępice,55-330,+49 35182429025,Poland,office@luxonled.eu,"Since 2008, Luxon LED has been producing and selling lighting fixtures, based on LED technology. The scope of our activity...","['industrial', 'led', 'lighting', 'savings', 'Industrie', 'Beleuchtung', 'Ersparnisse', 'Beleuchtung Modernisierung', 'Industriebeleuchtung', 'lighting modernization', 'energy saving', 'Energie sparen', 'LED-Beleuchtung']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012537257/RGB_JPG_Luxon.jpg,http://luxonled.eu,4.1,F39
888,LUXTELLA - Le-Tehnika d.o.o. Kranj,Suceva ulica 27,Kranj,4000,+386 42020200,Slovenia,luxtella@luxtella.com,LE-TEHNIKA Long term partnerLe-tehnika is family owned production company with 30 years history bringing customers efficient...,"['Street luminaire', 'LED street light', 'Decorative Ornamental and Retrofit LED Lights', 'Road lighting', 'LED Solar Street Lights']",,www.luxtella.com,4.0,E50
889,Luxtronik Technology Company Limited,"Flat 1005B, 10/F Mai Shun Industrial Building, 18-24 Kwai Cheong Road","Kwai Chung, N.T.",,+852 96527526,Hong Kong,liang.tk@gmail.com,"Founded by engineers from Hong Kong Applied Science and Technology Research Institute, Luxtronik has been synonymous with...","['LED SPORT LIGHT', 'LED HIGHBAY', 'LED HORTICULTURE LIGHT', 'LED FLOODLIGHT']",,www.luxtronik-tech.com,8.0,L71A
890,Luxus-Time GmbH,Gewerbepark Odendorf 8,Swisttal,53913,+49 22559203998,Germany,info@luxus-time.com,"We are an established company near Bonn that specializes in modern glass light switches, with a particular focus on touch...","['Lichtschalter', 'Touch Lichtschalter', 'Glas Lichtschalter', 'Smarthome Lichtschalter', 'Steckdosen']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0052359378/RGB_JPG_LuxusTime.jpg,https://www.livolo-deutschland.de/,12.0,D35
891,"Luziferlamps, S.L.",Av Reino Valencia 14,Chiva,46370,+34 962524780,Spain,lzf.admin@lzf-lamps.com,"At LZF, we have made a conscious and deliberate choice to manufacture our lampsat home in Valencia, Spain. This is a region...","['Decorative lamps', 'wood lamps', 'Contract lamps', 'Light', 'Design']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012150942/RGB_JPG_LZF.jpg,www.lzf-lamps.com,3.1,C80
892,Luz Negra S.L.,Carles Buhigas 13,Canovelles,08420,+34 938402598,Spain,n.tellez@luznegra.net,"                                                                     Our companyLuz Negra, which belongs to the Exinvall...","['linear lighting', 'light boxes', 'profiles', 'luminous textile', 'luminaires']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/20008184.jpg,www.luznegra.net,4.1,D31
893,LVX Global (Europe) Pte. Ltd.,29 Earlsfort Terrace,Dublin 02,D02 AY28,,Ireland,info@lvxglobal.com,"LVX Global is an international technology solutions business that identifies, designs, delivers and manages high value, scalable...","['Strategy', 'Smart Cities', 'Smart Buildings', 'Consulting Engineering', 'Project Management']",,,GAL.0,A04
894,LVX Global (Deutschland) GmbH,Tannenwaldallee 2,Bad Homburg,61348,+49 1752608720,Germany,info@icititech.com,"Strong technologies for smart citiesWith customised solutions and using open protocol technology, iciti's product portfolio...","['Smart City IoT', 'Lichtmanagement Light Management', 'Funk Wireless', 'Leuchten-Controller Light Controller', 'Edge Server']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0052442908/1662277547134_Iciti_Logo_RGB.jpg,,GAL.0,A04
895,Made By Hand ApS,Tommergravsgade 4 B,Kobenhavn SV,2450,,Denmark,,Made by Hand is a contemporary Danish design brand celebrating fine craftsmanship and understated luxury. Founded in 2014...,[],,,3.1,C81
896,Madelustre Industrial Ltda.,Estr. Sao Gabriel 165,Garibaldi,95720-000,+55 5434629500,Brazil,madelustre@madelustre.com.br,,[],,,6.0,B55
897,MADRIX,Wiener Str. 56,Dresden,01219,+49 35186268690,Germany,info@madrix.com,	MADRIX is all about powerful yet simple products for dynamic LED lighting. This includes state-of-the-art tools for easy...,"['Architainment', 'LED', 'madrix', 'RDM Software', 'Lighting Control']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/20008814.jpg,www.madrix.com,8.0,H29
898,MagiCAD Group GmbH,Im Mediapark 5a,Köln,50670,+358 400345251,Germany,tamara.from@magicad.com,MagiCAD Group specialises in software and services for the building industry. Our popular Building Information Modelling...,"['TGA', 'BIM', 'Software', 'TGA-Planer', 'TGA-Hersteller']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0015039030/RGB_JPG_Magicad.jpg,www.magicad.de,12.0,D21
899,"MagnaTech Co., Ltd.","55, Jeonjanonggongdanji 2-gil, Donghwa-myeon, Jangseong-gun",Jeollanam-do,57241,+82 613925508,"Korea, the Republic of (South)",blues24@hanmail.net,Magnatech is always efforting to prove the infinite possibilitiesMagnatech produces the highest quality LED lighting based...,"['High-Power LED Floodlight', 'Asymmetric LED Floodlight', 'Solar Street Light', 'Thermal Material Solution', 'Battery Material Solution']",,https://www.magnatech.co.kr,4.1,H50A
900,Malmbergs Elektriska AB (publ),Västra Bangatan 54,Kumla,692 35,+46 19587700,Sweden,info@malmbergs.com,"Malmbergs is a leading supplier of electric materials for contractors, industries and retailers on the Nordic market. “We...","['Lighting ', 'Smart ', 'Baustelle ', 'LED', 'Beleuchtung ']",,www.malmbergs.com,6.0,C91
901,Maltani Corp.,"431, Yeoksam-ro, Gangnam-gu",Seoul,06196,+82 1063953975,"Korea, the Republic of (South)",shj26@maltani.co.kr,Maltani is a lighting company with 38 years of history. Maltani is located in Korea. Specialties are lighting fixture design...,"['IOT Lighting', 'Sterilizing Lighting', 'maltani', 'Horticulture Lighting']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/07268034.jpg,www.maltani.co.kr,3.0,B11
902,"Mao Yuan Optoelectronics Co., Ltd.","Xinzhuang District No. 23-1, Lane 70, Wugong 3rd Road",New Taipei City,24889,+886 222982312,Taiwan,,We are founded in 2013 as a trading company and gradually become a Manufacturer. We focuses on the commercial lighting since...,"['LED Surface Mount', 'LED Recess spot', 'LED Trackspot', 'Downlight', 'Ceiling light']",,,4.1,F70
903,Marcont Structures,"186, zone industrielle de",Bouznika,13100,+212 537745699,Morocco,info@marcont.ma,Marcont Structures has become a Moroccan leader specialized in the design and manufacture of poles and columns for public...,"['Poles for conventional and solar street lighting', 'Energy Transport &amp; Distribution Poles for MV/LV', 'High Masts for sport Lighting', 'Poles for solar street lighting', 'Ports airports parkings storage area and stadium lighting']",,www.marcont.ma,4.0,E61
904,Marino Cristal S.p.A.,Via Guardia del Consiglio 29,Serravalle,47899,+378 0549904062,San Marino,marinocristal@marinocristal.com,	MARINO CRISTAL S.p.A is today a leading company in the bulbs and lighting fittings business. The company was set up in 1983...,"['Profiles', 'Architectural Lighting', 'Industrial Lighting', 'LED bulbs', 'Technical Lighting']",,www.logicailluminazione.com,4.1,A21
905,Marksl&ouml;jd Intertrade AB,Gränevägen 5,Skene,511 62,,Sweden,info@markslojd.com,"Markslöjd lights up life in all homes. Our history goes back several decades, but our aim has remained unchanged: To develop...","['Interiors', 'Lighting', 'Scandinavian', 'Home', 'Design']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0052381538/RGB_JPG_MARKSLOJD.jpg,www.markslojd.com,6.0,A60
906,Marlanvil S.p.A.,Via Sassetti 17,Milano (MI),20100,+39 0283451952,Italy,info.export@marlanvil.it,"	The constant search fr innovation ad a strategy to create spaces of competitiveness in the market, that's the story of Marlanvil...",[],,www.marlanvil.it,12.1,B23
907,Przedsiebiorstwo Tworzyw Sztucznych &#39;Marmat&#39; Spolka z ograniczona odpowiedzialnoscia,ul. Tulipanowa 9,Swarzedz,62-020,+48 618173383,Poland,,,[],,,9.0,A30
908,Martinelli Luce S.P.A.,Via T. Bandettini SNC,Lucca,55100,+39 0583418315,Italy,info@martinelliluce.it,"Martinelli Luce, founded in 1950 by Elio Martinelli, is nowadays an international company recognized for its style characterized...","['decorative lighting', 'LED lighting', 'italian lighting', 'architectural lighting', 'indoor lighting']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012160539/RGB_JPG_ML.jpg,www.martinelliluce.it,3.1,C91
909,Masia Aydinlatma Elektrik Sanayi Ve Ticaret ltd. Sit.,Okcumusa Cad. Bank Carsi 11A/11,Istanbul,34420,+90 2124340000,Türkiye,arif@masialux.com,"	In lighting sector, having product network which has maximum technical evaluationvalues.	Being in the leading firms which...","['LINEER ARMATURE', 'SPECIAL PRODUCTS', 'MOVI RINGO', 'STALACTITE ARMATURE', 'RAIL SPOT']",,,3.0,D91
910,"Shenzhen Mason Light Tech Co., Ltd","2nd floor, No.1 Factory building, Lingya Industrial Park 1 Tangtou Road, Tangtou community, Shiya Bao'an District",Shenzhen,518108,+86 18926409240,China,info@ledlightmason.com,"Shenzhen Mason Light Tech Co., Ltd. is China's leading flexible Mini-LED Strips products for lighting applications as one...","['led light strip ', 'LED tape', 'COB light strip', 'led light', 'LED-Lichtstreifen']",,www.masonledlight.com,9.0,E54
911,Mawa Design Licht- und Wohnideen GmbH,Neu-Langerwisch 36,Michendorf,14552,+49 33205228822,Germany,info@mawa-design.de,"	mawa is a high-tech company, based in Brandenburg, that produces sophisticated, complex and innovative lighting technology...","['system', 'wittenberg', 'museum', 'retail', 'custom']",,www.mawa-design.de,3.0,G60
912,MBE Gesellschaft zur Beratung der mittelst&auml;ndischen Elektrowirtschaft mbH,Berta-Cramer-Ring 32,Wiesbaden-Delkenheim,65205,+49 6122534760,Germany,mbe@liv-fehr.de,Die MBE GmbH ist die Dienstleistungsgesellschaft des FEHR - Fachverband Elektro- und Informationstechnik Hessen / Rheinland...,"['Werbemittel', 'Rahmenvertr&auml;ge', 'Seminare', 'Weiterbildung', 'Arbeitsmittel']",,www.liv-fehr.de,11.0,C07
913,MBN GmbH,Balthasar-Schaller-Str. 3,Friedberg,86316,+49 821600990,Germany,info@proled.com,"	MBN-PROLED is an innovative, leading German company operating in the development and manufacture of LED lighting.		Founded...","['PROLED', 'LED Strips', 'Profile', 'Downlights']",,www.proled.com,3.0,G60
914,MBS GmbH,Römerstraße 15,Krefeld,47809,+49 215172940,Germany,info@mbs-solutions.de,	Interoperability generates efficiency	MBS has been an innovator in industrial and building automation for more than 30 years...,"['Busprotokoll', 'Gateway', 'BACnet', 'Protokollkonverter', 'Router']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012158780/RGB_JPG_MBS.jpg,www.mbs-solutions.de,9.0,D20
915,Grupo MCI-Mundocolor Holding SL,"P.I. El Regas, C/ Dels Oficis, 25 B",Gava (Barcelona),08850,+34 936302800,Spain,pziebis@grupo-mci.com,,[],,www.grupo-mci.com,3.0,A50
916,MDT technologies GmbH,Papiermühle 1,Engelskirchen,51766,+49 2263880,Germany,knx@mdt.de,"MDT technologies: We are the KNXpertsToday, MDT is one of the leading manufacturers of KNX products for the automation of...","['MDT', 'KNX', 'Glass Push Buttons', 'Glastaster', 'SMART']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012238017/RGB_JPG_MDT.jpg,www.mdt.de,11.1,C70
917,MEAN WELL EUROPE B.V.,Langs de Werf 8,Amstelveen,1185 XT,+31 207586000,Netherlands,info@meanwell.eu,"MEAN WELL, established in 1982, gained ISO-9001 certification in 1994, is a leading manufacturer of standard switch-mode...","['LED Drivers', 'KNX Power Supply', 'KNX Direct LED Driver', 'KNX DALI2 Gateway', 'KNX Actuator']",,www.meanwell.eu,12.0,B91
918,Mecatraction SAS,ZA De Chignac,Arnac Pompadour,19230,+33 555736861,France,info@mecatraction.de,,[],,www.mecatraction.fr,12.1,E25
919,Meccanica Nicoletti Srl,Via Venezia 6/B,Curtarolo,35010,+39 0499620454,Italy,info@meccanicanicoletti.it,	Born as electrical installers we developed new successful ideas in the field of the cable unrolling that brought to the...,"['cable winders', 'Kabelaufwickelanlagen', 'Cable drum racking', 'Trommellagertechnik']",,www.meccanicanicoletti.com,12.1,E55
920,Media Facade Limited,"Room 803, Chevalier House, 45-51 Chatham Road South",Tsim Sha Tsui,999077,+867 6983236788,Hong Kong,info@media-facade.net,"Media Facade Ltd. focus on media facade & media architecture production, we produced largest number of media facade projects...","['wall washer', 'strip curtain', 'pixel light', 'media mesh', 'linear light']",,www.media-facade.net,4.1,H81
